"Fofunkcio";"Funkcio";"Fejezet";"Cim";"Alcim";"Jogcim1";"Jogcim2";"Ecs";"Ke";"Nev";"Kiadas";"Bevetel";"Tamogatas";"Oszlop";"AHTT"
"F01";"F01d";"FJ33";5;3;0;0;0;0;"MTA Területi Akadémiai Bizottságok Titkársága";;64,1;159,4;2;6893
"F01";"F01d";"FJ33";5;3;0;0;1;0;"Működési költségvetés";;;;3;6893
"F01";"F01d";"FJ33";5;3;0;0;1;1;"Személyi juttatások";119,3;;;4;6893
"F01";"F01d";"FJ33";5;3;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";32,3;;;4;6893
"F01";"F01d";"FJ33";5;3;0;0;1;3;"Dologi kiadások";71,9;;;4;6893
"F01";"F01d";"FJ33";5;4;0;0;0;0;"Széchenyi Irodalmi és Művészeti Akadémia";;1,5;12,1;2;11307
"F01";"F01d";"FJ33";5;4;0;0;1;0;"Működési költségvetés";;;;3;11307
"F01";"F01d";"FJ33";5;4;0;0;1;1;"Személyi juttatások";9,1;;;4;11307
"F01";"F01d";"FJ33";5;4;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";2,4;;;4;11307
"F01";"F01d";"FJ33";5;4;0;0;1;3;"Dologi kiadások";2,1;;;4;11307
"F16";"F16";"FJ33";7;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;1;6947
"F01";"F01d";"FJ33";7;1;0;0;0;0;"Társadalmi szervezetek és alapítványok támogatása (tudományos társaságok, Nagy Imre Alapítvány, Bolyai Műhely Alapítvány)";80,9;;80,9;2;303157
"F01";"F01d";"FJ33";7;2;0;0;0;0;"Határon túli magyar tudósok és tudományos szervezetek támogatása";46,6;;46,6;2;237209
"F01";"F01d";"FJ33";7;3;0;0;0;0;"Kolozsvári Akadémiai Bizottság támogatása";10;;10;2;281223
"F01";"F01d";"FJ33";7;5;0;0;0;0;"Tudományos könyv- és folyóirat-kiadás támogatása";198,5;;198,5;2;6981
"F01";"F01d";"FJ33";7;6;0;0;0;0;"Európai Uniós és hazai kutatóintézeti pályázatok támogatása";1076,9;;1076,9;2;277756
"F01";"F01d";"FJ33";7;7;0;0;0;0;"Infrastruktúra fejlesztés";1742;;1742;2;295880
"F01";"F01d";"FJ33";7;8;0;0;0;0;"Lendület Program";3768;;3768;2;281734
"F01";"F01d";"FJ33";7;9;0;0;0;0;"Fiatal kutatók pályázatos támogatása";898,3;;898,3;2;7009
"F01";"F01c";"FJ33";7;10;0;0;0;0;"Nemzetközi kapcsolatok és nemzetközi tagdíjak";337,9;;337,9;2;342740
"F01";"F01d";"FJ33";7;11;0;0;0;0;"Posztdoktori pályázatok támogatása";845;;845;2;342639
"F01";"F01d";"FJ33";7;12;0;0;0;0;"Szakmai feladatok teljesítése";419,6;;419,6;2;232555
"F01";"F01d";"FJ33";7;13;0;0;0;0;"Kiválósági központok támogatása";300;;300;2;342640
"F01";"F01d";"FJ33";7;14;0;0;0;0;"Központi kezelésű felújítások";723,8;;723,8;2;229584
"F01";"F01d";"FJ33";7;15;0;0;0;0;"MTA Bölcsészet és Társadalomtudományok Kutatóháza létrehozása";2400;;2400;2;342028
"F16";"F16";"FJ34";0;0;0;0;0;0;"XXXIV. MAGYAR MŰVÉSZETI AKADÉMIA";;;;0;303213
"F01";"F01a";"FJ34";1;0;0;0;0;0;"MMA Titkársága";;;;1;332262
"F01";"F01a";"FJ34";1;1;0;0;0;0;"MMA Titkárság Igazgatása";;;1521,3;2;303224
"F01";"F01a";"FJ34";1;1;0;0;1;0;"Működési költségvetés";;;;3;303224
"F01";"F01a";"FJ34";1;1;0;0;1;1;"Személyi juttatások";565,8;;;4;303224
"F01";"F01a";"FJ34";1;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";160;;;4;303224
"F01";"F01a";"FJ34";1;1;0;0;1;3;"Dologi kiadások";659,5;;;4;303224
"F01";"F01a";"FJ34";1;1;0;0;2;0;"Felhalmozási költségvetés";;;;3;303224
"F01";"F01a";"FJ34";1;1;0;0;2;6;"Beruházások";136;;;4;303224
"F01";"F01a";"FJ34";1;2;0;0;0;0;"MMA köztestületi feladatok";;;2364,5;2;303402
"F01";"F01a";"FJ34";1;2;0;0;1;0;"Működési költségvetés";;;;3;303402
"F01";"F01a";"FJ34";1;2;0;0;1;1;"Személyi juttatások";1706;;;4;303402
"F01";"F01a";"FJ34";1;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";312;;;4;303402
"F01";"F01a";"FJ34";1;2;0;0;1;3;"Dologi kiadások";346,5;;;4;303402
"F01";"F01d";"FJ34";1;3;0;0;0;0;"Művészetelméleti és Módszertani Kutatóintézet";;;174,4;2;343139
"F01";"F01d";"FJ34";1;3;0;0;1;0;"Működési költségvetés";;;;3;343139
"F01";"F01d";"FJ34";1;3;0;0;1;1;"Személyi juttatások";95,3;;;4;343139
"F01";"F01d";"FJ34";1;3;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";27,2;;;4;343139
"F01";"F01d";"FJ34";1;3;0;0;1;3;"Dologi kiadások";31,9;;;4;343139
"F01";"F01d";"FJ34";1;3;0;0;2;0;"Felhalmozási költségvetés";;;;3;343139
"F01";"F01d";"FJ34";1;3;0;0;2;6;"Beruházások";20;;;4;343139
"F16";"F16";"FJ34";4;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;1;303424
"F08";"F08b";"FJ34";4;1;0;0;0;0;"Országos művészeti társaságok, szövetségek támogatása";100;;100;2;303435
"F08";"F08b";"FJ34";4;2;0;0;0;0;"Magyar Művészetek Háza programok";153;;153;2;303446
"F08";"F08b";"FJ34";4;3;0;0;0;0;"Nemzetközi programok, konferenciák, nemzetközi tagdíjak";10;;10;2;303457
"F08";"F08b";"FJ34";4;6;0;0;0;0;"Kutatási tevékenység támogatása";50;;50;2;303480
"F08";"F08b";"FJ34";4;7;0;0;0;0;"Pályázati alapok";160;;160;2;303491
"F08";"F08b";"FJ34";4;8;0;0;0;0;"Vigadó Galéria kiállításai";13;;13;2;303502
"F16";"F16";"FJ34";4;10;0;0;0;0;"Fejezeti tartalék";39,4;;39,4;2;341795
"F08";"F08b";"FJ34";4;11;0;0;0;0;"Gazdasági társaságok által ellátott kulturális feladatok támogatása";600;;600;2;346628
"F08";"F08b";"FJ34";4;13;0;0;0;0;"Nemzeti Szalon programjai";80;;80;2;346895
"F16";"F16";"FJ35";0;0;0;0;0;0;"XXXV. NEMZETI KUTATÁSI, FEJLESZTÉSI ÉS INNOVÁCIÓS HIVATAL";;;;0;349084
"F01";"F01a";"FJ35";1;0;0;0;0;0;"NKFI Hivatal";;2998,9;1808,1;1;349095
"F01";"F01a";"FJ35";1;0;0;0;1;0;"Működési költségvetés";;;;2;349095
"F01";"F01a";"FJ35";1;0;0;0;1;1;"Személyi juttatások";1876,2;;;3;349095
"F01";"F01a";"FJ35";1;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";502,4;;;3;349095
"F01";"F01a";"FJ35";1;0;0;0;1;3;"Dologi kiadások";2001,3;;;3;349095
"F01";"F01a";"FJ35";1;0;0;0;1;5;"Egyéb működési célú kiadások";12,1;;;3;349095
"F01";"F01a";"FJ35";1;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;349095
"F01";"F01a";"FJ35";1;0;0;0;2;6;"Beruházások";415;;;3;349095
"F16";"F16";"FJ35";2;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;1;349106
"F01";"F01d";"FJ35";2;1;0;0;0;0;"Nemzetközi tagdíjak";1663,3;;1663,3;2;349117
"F01";"F01d";"FJ35";2;2;0;0;0;0;"Európai Innovációs és Technológiai Intézet működésének támogatása";460,4;;460,4;2;349128
"F16";"F16";"FJ41";0;0;0;0;0;0;"XLI. ADÓSSÁGSZOLGÁLATTAL KAPCSOLATOS BEVÉTELEK ÉS KIADÁSOK";;;;0;7306
"F15";"F15";"FJ41";1;0;0;0;0;0;"Devizában fennálló adósság és követelések kamatelszámolásai";;;;1;223032
"F15";"F15";"FJ41";1;1;0;0;0;0;"Devizahitelek kamatelszámolásai";;;;2;223043
"F15";"F15";"FJ41";1;1;1;0;0;0;"Nemzetközi pénzügyi szervezetektől és külföldi pénzintézetektől felvett hitelek kamatelszámolásai";;;;3;28475
"F15";"F15";"FJ41";1;1;1;2;0;0;"EBB hitelek kamatelszámolásai";21170,7;;;4;233288
"F15";"F15";"FJ41";1;1;1;3;0;0;"KfW hitelek kamatelszámolásai";66,5;;;4;17574
"F15";"F15";"FJ41";1;1;1;4;0;0;"ET Fejlesztési Bank hiteleinek kamatelszámolásai";2680;;;4;233309
"F15";"F15";"FJ41";1;1;1;6;0;0;"MÁV-tól és a GySEV-től 2002-ben átvállalt hitelek kamatelszámolásai";277,9;;;4;241956
"F15";"F15";"FJ41";1;1;1;7;0;0;"ÁAK Rt-től 2002-ben átvállalt devizahitelek kamatelszámolásai";276,3;;;4;245912
"F15";"F15";"FJ41";1;1;1;9;0;0;"EB/IMF hitelek kamatelszámolásai";12820,4;;;4;342984
"F15";"F15";"FJ41";1;1;1;11;0;0;"Önkormányzatoktól 2011-ben átvállalt devizahitelek kamata (külföldi bank felé)";72,3;;;4;334273
"F15";"F15";"FJ41";1;1;1;12;0;0;"Önkormányzatoktól 2013-ban átvállalt devizahitelek kamatkiadásai";3656,6;;;4;338351
"F15";"F15";"FJ41";1;1;1;13;0;0;"Önkormányzatoktól 2014-ben átvállalt devizahitelek kamatkiadásai";786,9;;;4;346784
"F16";"F16";"FJ41";1;1;2;0;0;0;"Belföldi devizahitelek kamata";;;;3;334317
"F15";"F15";"FJ41";1;1;2;1;0;0;"Önkormányzatoktól 2011-ben átvállalt devizahitelek kamata";782,6;;;4;334284
"F15";"F15";"FJ41";1;1;2;2;0;0;"Önkormányzatoktól 2014-ben átvállalt devizahitelek kamata";2946,4;;;4;346795
"F15";"F15";"FJ41";1;2;0;0;0;0;"Devizakötvények kamatelszámolásai";;;;2;223197
"F16";"F16";"FJ41";1;2;1;0;0;0;"Külföld felé";;;;3;334295
"F15";"F15";"FJ41";1;2;1;1;0;0;"1999-től kibocsátott devizakötvények kamatelszámolásai";267286,3;2098,7;;4;223229
"F15";"F15";"FJ41";1;2;1;5;0;0;"Devizaszámla kamatelszámolásai";;31,2;;4;241978
"F15";"F15";"FJ41";1;2;1;6;0;0;"Az önkormányzatoktól 2013-ban átvállalt devizakötvények kamatkiadásai";361,9;;;4;338362
"F15";"F15";"FJ41";2;0;0;0;0;0;"A forintban fennálló adósság és követelések kamatelszámolásai";;;;1;223065
"F15";"F15";"FJ41";2;1;0;0;0;0;"Forinthitelek kamatelszámolásai";;;;2;223076
"F15";"F15";"FJ41";2;1;2;0;0;0;"Egyéb hitelek kamatelszámolásai";;;;3;7560
"F15";"F15";"FJ41";2;1;2;18;0;0;"EBB forint hitelek kamatelszámolásai";29338,4;;;4;276645
"F15";"F15";"FJ41";2;1;2;19;0;0;"ET Fejlesztési Bank Hiteleinek kamatelszámolásai";389,5;;;4;284101
"F15";"F15";"FJ41";2;1;2;20;0;0;"MÁV-tól 2011-ben átvállalt forint hitelek kamata";140,1;;;4;245956
"F15";"F15";"FJ41";2;1;2;21;0;0;"Az önkormányzatoktól 2013-ban átvállalt forint hitelek kamatkiadásai";2861,9;;;4;338373
"F15";"F15";"FJ41";2;1;2;22;0;0;"Önkormányzatoktól 2014-ben átvállalt forinthitelek kamata";1507,1;;;4;346806
"F15";"F15";"FJ41";2;2;0;0;0;0;"Államkötvények kamatelszámolása";;;;2;7526
"F15";"F15";"FJ41";2;2;1;0;0;0;"Piaci értékesítésű államkötvények kamatelszámolásai";;;;3;223087
"F15";"F15";"FJ41";2;2;1;1;0;0;"Hiányt finanszírozó és adósságmegújító államkötvények kamatelszámolásai";670029,2;65544;;4;7537
"F15";"F15";"FJ41";2;2;2;0;0;0;"Nem piaci értékesítésű államkötvények kamatelszámolása";;;;3;223098
"F15";"F15";"FJ41";2;2;2;1;0;0;"Lakással kapcsolatos államkötvények kamatelszámolásai";135,5;;;4;16863
"F15";"F15";"FJ41";2;2;2;2;0;0;"Konszolidációval kapcsolatos államkötvények kamatelszámolásai";198,9;;;4;16874
"F15";"F15";"FJ41";2;2;2;4;0;0;"Kamatmentes adósság kötvényesítésével kapcsolatos államkötvények kamatelszámolásai";2851,4;;;4;16896
"F15";"F15";"FJ41";2;3;0;0;0;0;"Kincstárjegyek kamatelszámolásai";;;;2;7559
"F15";"F15";"FJ41";2;3;1;0;0;0;"Diszkont kincstárjegyek kamatelszámolása";46418,7;;;3;233563
"F15";"F15";"FJ41";2;3;2;0;0;0;"Lakossági kincstárjegyek kamatelszámolása";45175,4;;;3;233574
"F15";"F15";"FJ41";2;4;0;0;0;0;"Kincstári egységes számla forintbetét kamatelszámolásai";;14926,1;;2;8006
"F15";"F15";"FJ41";3;0;0;0;0;0;"Adósság és követeléskezelés egyéb kiadásai";;;;1;223108
"F15";"F15";"FJ41";3;1;0;0;0;0;"Jutalékok és egyéb költségek";;;;2;7614
"F15";"F15";"FJ41";3;1;1;0;0;0;"Deviza elszámolások";;;;3;223296
"F15";"F15";"FJ41";3;1;1;1;0;0;"Piaci kibocsátások, hitelfelvételek, átvállalások elszámolásai";1955,7;;;4;282412
"F15";"F15";"FJ41";3;1;2;0;0;0;"Forint elszámolások";23133,9;;;3;234384
"F15";"F15";"FJ41";3;2;0;0;0;0;"Állampapírok értékesítését támogató kommunikációs kiadások";1600;;;2;14803
"F15";"F15";"FJ41";3;3;0;0;0;0;"Adósságkezelés költségei";1094,9;;;2;233321
"F16";"F16";"FJ42";0;0;0;0;0;0;"XLII. A KÖLTSÉGVETÉS KÖZVETLEN BEVÉTELEI ÉS KIADÁSAI";;;;0;257623
"F16";"F16";"FJ42";1;0;0;0;0;0;"Vállalkozások költségvetési befizetései";;;;1;7692
"F16";"F16";"FJ42";1;1;0;0;0;0;"Társasági adó";;341400;;2;7702
"F16";"F16";"FJ42";1;3;0;0;0;0;"Hitelintézeti járadék";;15420;;2;271623
"F16";"F16";"FJ42";1;4;0;0;0;0;"Pénzügyi szervezetek különadója";;144200;;2;294302
"F16";"F16";"FJ42";1;5;0;0;0;0;"Cégautóadó";;28800;;2;282189
"F16";"F16";"FJ42";1;6;0;0;0;0;"Egyszerűsített vállalkozói adó";;83800;;2;244823
"F16";"F16";"FJ42";1;7;0;0;0;0;"Bányajáradék";;49000;;2;59493
"F16";"F16";"FJ42";1;8;0;0;0;0;"Játékadó";;39700;;2;7757
"F16";"F16";"FJ42";1;9;0;0;0;0;"Ökoadó";;;;2;250556
"F16";"F16";"FJ42";1;9;1;0;0;0;"Energiaadó";;15500;;3;250912
"F16";"F16";"FJ42";1;9;2;0;0;0;"Környezetterhelési díj";;6000;;3;250923
"F16";"F16";"FJ42";1;10;0;0;0;0;"Egyéb befizetések";;27000;;2;7768
"F16";"F16";"FJ42";1;11;0;0;0;0;"Energiaellátók jövedelemadója";;44700;;2;282223
"F16";"F16";"FJ42";1;12;0;0;0;0;"Rehabilitációs hozzájárulás";;65000;;2;294735
"F16";"F16";"FJ42";1;14;0;0;0;0;"Kisadózók tételes adója";;56300;;2;334962
"F16";"F16";"FJ42";1;15;0;0;0;0;"Kisvállalati adó";;16400;;2;334973
"F16";"F16";"FJ42";1;16;0;0;0;0;"Közműadó";;54000;;2;338395
"F16";"F16";"FJ42";1;17;0;0;0;0;"Korkedvezmény-biztosítási járulék";;1500;;2;342762
"F16";"F16";"FJ42";1;18;0;0;0;0;"Reklámadó";;6600;;2;347706
"F16";"F16";"FJ42";2;0;0;0;0;0;"Fogyasztáshoz kapcsolt adók";;;;1;7779
"F16";"F16";"FJ42";2;1;0;0;0;0;"Általános forgalmi adó";;3172385;;2;197063
"F16";"F16";"FJ42";2;2;0;0;0;0;"Jövedéki adó";;913500;;2;7791
"F16";"F16";"FJ42";2;3;0;0;0;0;"Regisztrációs adó";;19600;;2;242012
"F16";"F16";"FJ42";2;4;0;0;0;0;"Távközlési adó";;56400;;2;333606
"F16";"F16";"FJ42";2;5;0;0;0;0;"Pénzügyi tranzakciós illeték";;206200;;2;333617
"F16";"F16";"FJ42";2;6;0;0;0;0;"Biztosítási adó";;28600;;2;333628
"F16";"F16";"FJ42";3;0;0;0;0;0;"Lakosság költségvetési befizetései";;;;1;7801
"F16";"F16";"FJ42";3;1;0;0;0;0;"Személyi jövedelemadó";;1639700;;2;197085
"F16";"F16";"FJ42";3;2;0;0;0;0;"Egyéb lakossági adók";;500;;2;7823
"F16";"F16";"FJ42";3;4;0;0;0;0;"Lakossági illetékek";;120000;;2;7845
"F16";"F16";"FJ42";3;5;0;0;0;0;"Gépjárműadó";;45500;;2;334428
"F16";"F16";"FJ42";3;6;0;0;0;0;"Magánszemélyek jogviszony megszűnéséhez kapcsolódó egyes jövedelmeinek különadója";;900;;2;294291
"F16";"F16";"FJ42";4;0;0;0;0;0;"Egyéb költségvetési bevételek";;;;1;7856
"F16";"F16";"FJ42";4;1;0;0;0;0;"Vegyes bevételek";;;;2;197096
"F16";"F16";"FJ42";4;1;8;0;0;0;"Egyéb vegyes bevételek";;4366;;3;31095
"F13";"F13b";"FJ42";4;1;9;0;0;0;"Kezesség-visszatérülés";;4500;;3;196880
"F16";"F16";"FJ42";4;2;0;0;0;0;"Központosított bevételek";;;;2;329973
"F16";"F16";"FJ42";4;2;1;0;0;0;"Bírságbevételek";;38558,5;;3;329995
"F16";"F16";"FJ42";4;2;2;0;0;0;"Termékdíjak";;63389;;3;330006
"F16";"F16";"FJ42";4;2;3;0;0;0;"Egyéb központosított bevételek";;16169,1;;3;329984
"F16";"F16";"FJ42";4;2;4;0;0;0;"Megtett úttal arányos útdíj";;149000;;3;333640
"F16";"F16";"FJ42";4;2;5;0;0;0;"Hulladéklerakási járulékból származó bevétel";;9000;;3;343528
"F16";"F16";"FJ42";4;2;6;0;0;0;"Időalapú útdíj (HD)";;34515,8;;3;348362
"F16";"F16";"FJ42";5;0;0;0;0;0;"Költségvetési befizetések";;;;1;7878
"F16";"F16";"FJ42";5;1;0;0;0;0;"Központi költségvetési szervek";;45699,9;;2;7889
"F16";"F16";"FJ42";5;2;0;0;0;0;"Munkahelyvédelmi akciótervvel összefüggő befizetések";;;;2;335062
"F16";"F16";"FJ42";5;2;1;0;0;0;"Központi költségvetési szervek";;100;;3;335084
"F16";"F16";"FJ42";5;2;2;0;0;0;"Helyi önkormányzatok és költségvetési szerveik";;450;;3;335073
"F16";"F16";"FJ42";5;3;0;0;0;0;"Köznevelési intézmények működtetésével kapcsolatos önkormányzati befizetések";;8004;;2;335762
"F16";"F16";"FJ42";5;4;0;0;0;0;"Nemzeti Kutatási, Fejlesztési és Innovációs Alap befizetése";;10000;;2;338406
"F16";"F16";"FJ42";7;0;0;0;0;0;"Egyéb uniós bevételek";;;;1;258690
"F16";"F16";"FJ42";7;2;0;0;0;0;"Vámbeszedési költség megtérítése";;11000;;2;257512
"F16";"F16";"FJ42";7;3;0;0;0;0;"Cukorágazati hozzájárulás beszedési költség megtérítése";;187,5;;2;257523
"F16";"F16";"FJ42";7;4;0;0;0;0;"Uniós támogatások utólagos megtérülése";;;;2;271689
"F16";"F16";"FJ42";7;4;4;0;0;0;"Kohéziós Alap";;42087,7;;3;271723
"F16";"F16";"FJ42";7;4;5;0;0;0;"Strukturális Alapok";;1000;;3;271712
"F15";"F15";"FJ42";8;0;0;0;0;0;"Tőke követelések visszatérülése";;;;1;223131
"F15";"F15";"FJ42";8;1;0;0;0;0;"Kormányhitelek visszatérülése";;29,9;;2;29339
"F04";"F04c";"FJ42";28;0;0;0;0;0;"Diákhitel 2 konstrukció kamattámogatása";902;;;1;334262
"F07";"F07";"FJ42";29;0;0;0;0;0;"Lakástámogatások";;;;1;236762
"F07";"F07";"FJ42";29;1;0;0;0;0;"Egyéb lakástámogatások";128900;;;2;5137
"F16";"F16";"FJ42";30;0;0;0;0;0;"Vállalkozások folyó támogatása";;;;1;257667
"F16";"F16";"FJ42";30;2;0;0;0;0;"Egyéb vállalati támogatások";;;;2;197029
"F13";"F13b";"FJ42";30;2;1;0;0;0;"Termelési támogatás";;;;3;196626
"F06";"F06f";"FJ42";30;2;1;2;0;0;"Mecseki uránbányászok baleseti járadékainak és egyéb kártérítési kötelezettségeinek átvállalása";225;;;4;59262
"F13";"F13b";"FJ42";30;2;1;7;0;0;"Egyéb megszűnt jogcímek miatt járó támogatás";5;;;4;206158
"F16";"F16";"FJ42";30;3;0;0;0;0;"Normatív támogatások";;;;2;4976
"F13";"F13b";"FJ42";30;3;3;0;0;0;"Eximbank Zrt. kamatkiegyenlítése";23000;;;3;19051
"F13";"F13b";"FJ42";30;4;0;0;0;0;"Fuvarozók kamattámogatása";50;;;2;341739
"F06";"F06f";"FJ42";31;0;0;0;0;0;"Szociálpolitikai menetdíj támogatás";104000;;;1;196835
"F16";"F16";"FJ42";32;0;0;0;0;0;"Egyéb költségvetési kiadások";;;;1;5160
"F16";"F16";"FJ42";32;1;0;0;0;0;"Vegyes kiadások";;;;2;5171
"F13";"F13b";"FJ42";32;1;4;0;0;0;"Felszámolásokkal kapcsolatos kiadások";3000;;;3;31006
"F13";"F13b";"FJ42";32;1;5;0;0;0;"Szanálással kapcsolatos kiadások";1;;;3;31017
"F13";"F13b";"FJ42";32;1;6;0;0;0;"Magán- és egyéb jogi személyek kártérítése";500;;;3;31028
"F16";"F16";"FJ42";32;1;7;0;0;0;"Védelmi felkészítés előirányzatai";;;;3;265756
"F02";"F02";"FJ42";32;1;7;1;0;0;"Honvédelmi- és gazdasági felkészülés központi kiadásai";497;;;4;265767
"F02";"F02";"FJ42";32;1;7;2;0;0;"Honvédelmi Tanács és a Kormány speciális működési feltételeinek biztosítása";1100;;;4;265778
"F13";"F13b";"FJ42";32;1;11;0;0;0;"Egyéb vegyes kiadások";4200;;;3;31039
"F08";"F08f";"FJ42";32;1;12;0;0;0;"1% SZJA közcélú felhasználása";8800;;;3;202996
"F13";"F13b";"FJ42";32;1;19;0;0;0;"Mehib és Eximbank behajtási jutaléka";30;;;3;220822
"F13";"F13b";"FJ42";32;1;21;0;0;0;"Ügyfélnek visszajáró vámbiztosíték, egyéb vámvisszatérítések";1;;;3;249601
"F14";"F14";"FJ42";32;1;22;0;0;0;"Gazdálkodó szervezetek által befizetett termékdíj-visszaigénylés";1620;;;3;331173
"F14";"F14";"FJ42";32;1;25;0;0;0;"Átmeneti hulladék-közszolgáltatással kapcsolatos kiadások";4000;;;3;348551
"F16";"F16";"FJ42";33;0;0;0;0;0;"Állam által vállalt kezesség és viszontgarancia érvényesítése";;;;1;16380
"F13";"F13b";"FJ42";33;3;0;0;0;0;"Eximbank Zrt. által vállalt garanciaügyletekből eredő fizetési kötelezettség";500;;;2;16412
"F13";"F13b";"FJ42";33;4;0;0;0;0;"MEHIB Zrt. általi biztosítási tevékenységből eredő fizetési kötelezettség";6000;;;2;16423
"F13";"F13b";"FJ42";33;5;0;0;0;0;"Garantiqa Hitelgarancia Zrt. garanciaügyleteiből eredő fizetési kötelezettség";14838,2;;;2;31183
"F10";"F10";"FJ42";33;7;0;0;0;0;"Agrár-Vállalkozási Hitelgarancia Alapítvány garanciaügyleteiből eredő fizetési kötelezettség";1500;;;2;208471
"F06";"F06f";"FJ42";33;10;0;0;0;0;"A közszférában dolgozók lakáshiteleihez vállalt kezességből eredő fizetési kötelezettség";500;;;2;256067
"F10";"F10";"FJ42";33;13;0;0;0;0;"Agrárhitelekhez vállalt kezességekből eredő fizetési kötelezettség";20;;;2;257934
"F06";"F06f";"FJ42";33;14;0;0;0;0;"A fészekrakó programhoz vállalt kezességből eredő fizetési kötelezettség";3000;;;2;265834
"F13";"F13b";"FJ42";33;15;0;0;0;0;"MFB Zrt. által nyújtott hitelekből és vállalt garanciaügyletekből eredő fizetési kötelezettség";360;;;2;254012
"F06";"F06f";"FJ42";33;16;0;0;0;0;"Áthidaló hitelprogramra vállalt kezességekből eredő fizetési kötelezettség";50;;;2;294179
"F13";"F13b";"FJ42";33;19;0;0;0;0;"Gyűjtőszámla hitelprogramra vállalt kezességekből eredő fizetési kötelezettség";50;;;2;343017
"F13";"F13b";"FJ42";33;20;0;0;0;0;"E-útdíj fizetési célú hitelprogramhoz vállalat kezességekből eredő fizetési kötelezettség";170;;;2;343028
"F16";"F16";"FJ42";34;0;0;0;0;0;"Kormányzati rendkívüli kiadások";;;;1;197139
"F06";"F06f";"FJ42";34;2;0;0;0;0;"Pénzbeli kárpótlás";;;;2;196978
"F06";"F06f";"FJ42";34;2;1;0;0;0;"Pénzbeli kárpótlás";1505,5;;;3;1436
"F06";"F06f";"FJ42";34;2;2;0;0;0;"Az 1947-es párizsi békeszerződésből eredő kárpótlás";2599,1;;;3;196934
"F06";"F06c";"FJ42";34;2;3;0;0;0;"Pénzbeli kárpótlás folyósítási költségei";65,9;;;3;209511
"F06";"F06g";"FJ42";35;0;0;0;0;0;"Garancia és hozzájárulás a társadalombiztosítási ellátásokhoz";;;;1;209148
"F05";"F05e";"FJ42";35;2;0;0;0;0;"Egészségbiztosítási Alap támogatása";;;;2;222662
"F05";"F05a";"FJ42";35;2;4;0;0;0;"Járulék címen átadott pénzeszköz";374224;;;3;266101
"F06";"F06a";"FJ42";35;2;5;0;0;0;"Rokkantsági, rehabilitációs ellátások részbeni fedezetére átadott pénzeszköz";172743,3;;;3;329895
"F06";"F06g";"FJ42";35;2;9;0;0;0;"Kiadások támogatására pénzeszköz-átadás";30000;;;3;338439
"F01";"F01c";"FJ42";36;0;0;0;0;0;"Nemzetközi elszámolások kiadásai";;;;1;223274
"F01";"F01c";"FJ42";36;1;0;0;0;0;"Nemzetközi tagdíjak";;;;2;196637
"F01";"F01c";"FJ42";36;1;1;0;0;0;"IBRD alaptőkeemelés";1535,9;;;3;295991
"F01";"F01c";"FJ42";36;1;2;0;0;0;"IBRD alaptőke értékállóságának biztosítása";1150,5;;;3;29241
"F01";"F01c";"FJ42";36;1;3;0;0;0;"CEB tagdíj";3,7;;;3;208987
"F01";"F01c";"FJ42";36;1;4;0;0;0;"Bruegel tagdíj";31,5;;;3;257978
"F01";"F01c";"FJ42";36;1;5;0;0;0;"EIB tőkeemelés";5601,8;;;3;338440
"F01";"F01c";"FJ42";36;1;6;0;0;0;"IFC tőkeemelés";192,1;;;3;346739
"F01";"F01c";"FJ42";36;1;7;0;0;0;"NBB alaptőke hozzájárulás";3101;;;3;348106
"F01";"F01c";"FJ42";36;2;0;0;0;0;"Nemzetközi multilaterális segélyezési tevékenység";;;;2;242001
"F01";"F01c";"FJ42";36;2;1;0;0;0;"IDA alaptőke-hozzájárulás";1630,9;;;3;10795
"F01";"F01c";"FJ42";36;2;2;0;0;0;"IMF HIPC segélyprogramban való részvétel kamattámogatása";45;;;3;235534
"F01";"F01c";"FJ42";36;2;3;0;0;0;"Hozzájárulás az EBRD által kezelt Nyugat-Balkáni Alaphoz";38,8;;;3;277789
"F01";"F01c";"FJ42";36;2;4;0;0;0;"EU Szomszédsági Beruházási Eszköz";103,3;;;3;282090
"F01";"F01c";"FJ42";36;3;0;0;0;0;"Egyéb kiadások";40;;;2;10849
"F01";"F01f";"FJ42";37;0;0;0;0;0;"Hozzájárulás az EU költségvetéséhez";;;;1;249845
"F01";"F01f";"FJ42";37;1;0;0;0;0;"ÁFA alapú hozzájárulás";37524,9;;;2;269945
"F01";"F01f";"FJ42";37;2;0;0;0;0;"GNI alapú hozzájárulás";237521,4;;;2;269956
"F01";"F01f";"FJ42";37;3;0;0;0;0;"Brit korrekció";20513,2;;;2;269967
