Fofunkcio;Funkcio;Fejezet;Cím;Alcim;Jogcim1;Jogcim2;Ecs;Ke;Nev;Mûködési kiadás;Mûködési bevétel;Felhalmozási kiadás;Felhalmozási bevétel;Kiadas;Bevetel
F01;F01.a;21;02;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;54,2;;;;54,2;0,0
F01;F01.a;21;02;00;00;00;01;03 ;         Dologi kiadások;133,9;;;;133,9;0,0
F01;F01.a;21;02;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.a;21;02;00;00;00;02;06 ;         Beruházások;;;20,0;;20,0;0,0
F01;F01.a;21;20;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F01;F01.a;21;20;01;00;00;00;00 ;      Célelõirányzatok;;;;;0,0;0,0
F01;F01.c;21;20;01;01;00;00;00 ;         Kormányfõi protokoll;500,0;;;;500,0;0,0
F01;F01.f;21;20;01;02;00;00;00 ;         Kormányzati kommunikációval és konzultációval kapcsolatos feladatok;15 590,0;;;;15 590,0;0,0
F08;F08.f;21;20;01;04;00;00;00 ;         A Magyar Foundation of North America támogatása;612,4;;;;612,4;0,0
F08;F08.f;21;20;01;05;00;00;00 ;         Batthyány Lajos Alapítvány mûködéséhez és feladatainak ellátásához szükséges hozzájárulás;200,0;;;;200,0;0,0
F01;F01.a;21;20;01;06;00;00;00 ;         Fejezeti általános tartalék;58,1;;;;58,1;0,0
F08;F08.b;21;20;01;09;00;00;00 ;         Tudatos nemzeti közjogi gondolkodás és a magyar kulturális értékek megõrzése és fejlesztése;300,0;;;;300,0;0,0
F08;F08.b;30;00;00;00;00;00;00 ;XXX. GAZDASÁGI VERSENYHIVATAL;;;;;0,0;0,0
F01;F01.b;30;01;00;00;00;00;00 ;   Gazdasági Versenyhivatal igazgatása;;52,0;;;0,0;52,0
F01;F01.b;30;01;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.b;30;01;00;00;00;01;01 ;         Személyi juttatások;1 064,2;;;;1 064,2;0,0
F01;F01.b;30;01;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;295,4;;;;295,4;0,0
F01;F01.b;30;01;00;00;00;01;03 ;         Dologi kiadások;673,5;;;;673,5;0,0
F01;F01.b;30;01;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;40,0;;;;40,0;0,0
F01;F01.b;30;01;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.b;30;01;00;00;00;02;06 ;         Beruházások;;;85,0;;85,0;0,0
F01;F01.b;30;02;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F01;F01.b;30;02;01;00;00;00;00 ;      OECD ROK;167,0;26,8;;;167,0;26,8
F01;F01.a;30;02;02;00;00;00;00 ;      Fejezeti tartalék;45,8;;;;45,8;0,0
F01;F01.a;31;00;00;00;00;00;00 ;XXXI. KÖZPONTI STATISZTIKAI HIVATAL;;;;;0,0;0,0
F01;F01.f;31;01;00;00;00;00;00 ;   Központi Statisztikai Hivatal;;726,2;;33,0;0,0;759,2
F01;F01.f;31;01;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.f;31;01;00;00;00;01;01 ;         Személyi juttatások;5 471,9;;;;5 471,9;0,0
F01;F01.f;31;01;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 529,1;;;;1 529,1;0,0
F01;F01.f;31;01;00;00;00;01;03 ;         Dologi kiadások;1 966,6;;;;1 966,6;0,0
F01;F01.f;31;01;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;0,3;;;;0,3;0,0
F01;F01.f;31;01;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.f;31;01;00;00;00;02;06 ;         Beruházások;;;428,1;;428,1;0,0
F01;F01.f;31;01;00;00;00;02;07 ;         Felújítások;;;20,0;;20,0;0,0
F01;F01.f;31;01;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;32,8;;32,8;0,0
F08;F08.b;31;04;00;00;00;00;00 ;   KSH Könyvtár;;5,0;;;0,0;5,0
F08;F08.b;31;04;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;31;04;00;00;00;01;01 ;         Személyi juttatások;125,4;;;;125,4;0,0
F08;F08.b;31;04;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;33,0;;;;33,0;0,0
F08;F08.b;31;04;00;00;00;01;03 ;         Dologi kiadások;31,8;;;;31,8;0,0
F01;F01.d;31;05;00;00;00;00;00 ;   KSH Népességtudományi Kutató Intézet;;38,7;;;0,0;38,7
F01;F01.d;31;05;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.d;31;05;00;00;00;01;01 ;         Személyi juttatások;116,2;;;;116,2;0,0
F01;F01.d;31;05;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;31,4;;;;31,4;0,0
F01;F01.d;31;05;00;00;00;01;03 ;         Dologi kiadások;29,6;;;;29,6;0,0
F01;F01.d;31;06;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F01;F01.b;31;06;01;00;00;00;00 ;      Statisztikai Elemzõ Központ Korlátolt Felelõsségû Társaság támogatása;483,4;;;;483,4;0,0
F01;F01.a;31;06;02;00;00;00;00 ;      Fejezeti stabilitási tartalék;126,1;;;;126,1;0,0
F01;F01.a;31;06;03;00;00;00;00 ;      Fejezeti általános tartalék;285,0;;40,0;;325,0;0,0
F01;F01.a;33;00;00;00;00;00;00 ;XXXIII. MAGYAR TUDOMÁNYOS AKADÉMIA;;;;;0,0;0,0
F01;F01.a;33;01;00;00;00;00;00 ;   MTA Titkárság Igazgatása, tiszteletdíjak;;24,2;;15,0;0,0;39,2
F01;F01.a;33;01;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.a;33;01;00;00;00;01;01 ;         Személyi juttatások;6 564,3;;;;6 564,3;0,0
F01;F01.a;33;01;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 691,5;;;;1 691,5;0,0
F01;F01.a;33;01;00;00;00;01;03 ;         Dologi kiadások;354,8;;;;354,8;0,0
F01;F01.a;33;01;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;42,0;;;;42,0;0,0
F01;F01.a;33;01;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;3,0;;;;3,0;0,0
F01;F01.a;33;01;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.a;33;01;00;00;00;02;06 ;         Beruházások;;;25,0;;25,0;0,0
F01;F01.a;33;01;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;15,0;;15,0;0,0
F08;F08.b;33;02;00;00;00;00;00 ;   MTA Könyvtár és Információs Központ;;3 859,9;;20,0;0,0;3 879,9
F08;F08.b;33;02;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;33;02;00;00;00;01;01 ;         Személyi juttatások;459,7;;;;459,7;0,0
F08;F08.b;33;02;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;116,9;;;;116,9;0,0
F08;F08.b;33;02;00;00;00;01;03 ;         Dologi kiadások;3 819,2;;;;3 819,2;0,0
F08;F08.b;33;02;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;3,0;;;;3,0;0,0
F08;F08.b;33;02;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;33;02;00;00;00;02;06 ;         Beruházások;;;18,0;;18,0;0,0
F01;F01.d;33;03;00;00;00;00;00 ;   MTA kutatóközpontok, kutatóintézetek;;16 857,3;;522,7;0,0;17 380,0
F01;F01.d;33;03;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.d;33;03;00;00;00;01;01 ;         Személyi juttatások;17 759,4;;;;17 759,4;0,0
F01;F01.d;33;03;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;4 822,3;;;;4 822,3;0,0
F01;F01.d;33;03;00;00;00;01;03 ;         Dologi kiadások;9 569,2;;;;9 569,2;0,0
F01;F01.d;33;03;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;117,0;;;;117,0;0,0
F01;F01.d;33;03;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.d;33;03;00;00;00;02;06 ;         Beruházások;;;1 521,9;;1 521,9;0,0
F01;F01.d;33;03;00;00;00;02;07 ;         Felújítások;;;67,3;;67,3;0,0
F01;F01.d;33;03;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;18,5;;18,5;0,0
F01;F01.d;33;04;00;00;00;00;00 ;   MTA Támogatott Kutatóhelyek;;421,0;;7,4;0,0;428,4
F01;F01.d;33;04;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.d;33;04;00;00;00;01;01 ;         Személyi juttatások;2 379,8;;;;2 379,8;0,0
F01;F01.d;33;04;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;608,6;;;;608,6;0,0
F01;F01.d;33;04;00;00;00;01;03 ;         Dologi kiadások;470,8;;;;470,8;0,0
F01;F01.d;33;04;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.d;33;04;00;00;00;02;06 ;         Beruházások;;;12,6;;12,6;0,0
F01;F01.d;33;05;00;00;00;00;00 ;   MTA egyéb intézmények;;;;;0,0;0,0
F01;F01.d;33;05;01;00;00;00;00 ;      MTA Létesítménygazdálkodási Központ;;896,9;;;0,0;896,9
F01;F01.d;33;05;01;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F01;F01.d;33;05;01;00;00;01;01 ;            Személyi juttatások;406,7;;;;406,7;0,0
F01;F01.d;33;05;01;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;109,4;;;;109,4;0,0
F01;F01.d;33;05;01;00;00;01;03 ;            Dologi kiadások;1 038,7;;;;1 038,7;0,0
F01;F01.d;33;05;01;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.d;33;05;01;00;00;02;06 ;            Beruházások;;;43,3;;43,3;0,0
F06;F06.g;33;05;02;00;00;00;00 ;      MTA Jóléti intézmények;;253,2;;;0,0;253,2
F06;F06.g;33;05;02;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F06;F06.g;33;05;02;00;00;01;01 ;            Személyi juttatások;206,9;;;;206,9;0,0
F06;F06.g;33;05;02;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;66,4;;;;66,4;0,0
F06;F06.g;33;05;02;00;00;01;03 ;            Dologi kiadások;190,3;;;;190,3;0,0
F06;F06.g;33;05;02;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F06;F06.g;33;05;02;00;00;02;06 ;            Beruházások;;;1,0;;1,0;0,0
F01;F01.d;33;05;03;00;00;00;00 ;      MTA Területi Akadémiai Bizottságok Titkársága;;64,1;;;0,0;64,1
F01;F01.d;33;05;03;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F01;F01.d;33;05;03;00;00;01;01 ;            Személyi juttatások;111,7;;;;111,7;0,0
F01;F01.d;33;05;03;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;30,2;;;;30,2;0,0
F01;F01.d;33;05;03;00;00;01;03 ;            Dologi kiadások;71,9;;;;71,9;0,0
F01;F01.d;33;05;04;00;00;00;00 ;      Széchenyi Irodalmi és Mûvészeti Akadémia;;1,5;;;0,0;1,5
F01;F01.d;33;05;04;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F01;F01.d;33;05;04;00;00;01;01 ;            Személyi juttatások;10,5;;;;10,5;0,0
F01;F01.d;33;05;04;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;3,0;;;;3,0;0,0
F01;F01.d;33;05;04;00;00;01;03 ;            Dologi kiadások;7,7;;;;7,7;0,0
F01;F01.d;33;06;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F01;F01.d;33;06;01;00;00;00;00 ;      Társadalmi szervezetek és alapítványok támogatása (tudományos társaságok, Nagy Imre Alapítvány, Bolyai Mûhely Alapítvány);80,9;;;;80,9;0,0
F01;F01.d;33;06;02;00;00;00;00 ;      Határon túli magyar tudósok és tudományos szervezetek támogatása;56,6;;;;56,6;0,0
F01;F01.d;33;06;03;00;00;00;00 ;      Tudományos könyv- és folyóirat-kiadás támogatása;178,4;;;;178,4;0,0
F01;F01.d;33;06;04;00;00;00;00 ;      Európai Uniós és hazai kutatóintézeti pályázatok támogatása;1 076,9;;;;1 076,9;0,0
F01;F01.d;33;06;05;00;00;00;00 ;      Infrastruktúra fejlesztés;542,0;;600,0;;1 142,0;0,0
F01;F01.d;33;06;06;00;00;00;00 ;      Lendület Program;3 044,5;;343,2;;3 387,7;0,0
F01;F01.d;33;06;07;00;00;00;00 ;      Fiatal kutatók pályázatos támogatása;898,3;;;;898,3;0,0
F01;F01.c;33;06;08;00;00;00;00 ;      Nemzetközi kapcsolatok és nemzetközi tagdíjak;170,0;;;;170,0;0,0
F01;F01.d;33;06;09;00;00;00;00 ;      Posztdoktori pályázatok támogatása;845,0;;;;845,0;0,0
F01;F01.d;33;06;10;00;00;00;00 ;      Szakmai feladatok teljesítése;428,4;;;;428,4;0,0
F01;F01.d;33;06;11;00;00;00;00 ;      Kiválósági központok támogatása;300,0;;;;300,0;0,0
F01;F01.d;33;06;12;00;00;00;00 ;      Központi kezelésû felújítások;;;723,8;;723,8;0,0
F01;F01.d;33;06;13;00;00;00;00 ;      MTA Agrártudományi Kutatóközpont fejlesztése;128,0;;2 872,0;;3 000,0;0,0
F01;F01.d;33;06;14;00;00;00;00 ;      MTA Agrártudományi Kutatóközpont Látogatóközpont;81,0;;319,0;;400,0;0,0
F01;F01.d;33;06;15;00;00;00;00 ;      MTA Kísérleti Orvostudományi Kutatóintézet fejlesztése;;;3 500,0;;3 500,0;0,0
F01;F01.d;34;00;00;00;00;00;00 ;XXXIV. MAGYAR MÛVÉSZETI AKADÉMIA;;;;;0,0;0,0
F01;F01.d;34;01;00;00;00;00;00 ;   MMA Titkársága;;;;;0,0;0,0
F01;F01.a;34;01;01;00;00;00;00 ;      MMA Titkárság Igazgatása, köztestületi feladatok;;;;;0,0;0,0
F01;F01.a;34;01;01;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F01;F01.a;34;01;01;00;00;01;01 ;            Személyi juttatások;2 510,7;;;;2 510,7;0,0
F01;F01.a;34;01;01;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;536,4;;;;536,4;0,0
F01;F01.a;34;01;01;00;00;01;03 ;            Dologi kiadások;1 006,0;;;;1 006,0;0,0
F01;F01.a;34;01;01;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.a;34;01;01;00;00;02;06 ;            Beruházások;;;136,0;;136,0;0,0
F01;F01.d;34;03;00;00;00;00;00 ;   MMA Kutatóintézet;;;;;0,0;0,0
F01;F01.d;34;03;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.d;34;03;00;00;00;01;01 ;         Személyi juttatások;149,9;;;;149,9;0,0
F01;F01.d;34;03;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;42,6;;;;42,6;0,0
F01;F01.d;34;03;00;00;00;01;03 ;         Dologi kiadások;36,9;;;;36,9;0,0
F01;F01.d;34;03;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.d;34;03;00;00;00;02;06 ;         Beruházások;;;23,0;;23,0;0,0
F01;F01.d;34;04;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F08;F08.b;34;04;01;00;00;00;00 ;      Országos mûvészeti társaságok, szövetségek támogatása;105,0;;;;105,0;0,0
F08;F08.b;34;04;02;00;00;00;00 ;      Magyar Mûvészetek Háza programok;188,0;;;;188,0;0,0
F08;F08.b;34;04;03;00;00;00;00 ;      Nemzetközi programok, konferenciák, nemzetközi tagdíjak;15,0;;;;15,0;0,0
F08;F08.b;34;04;06;00;00;00;00 ;      Kutatási tevékenység támogatása;55,0;;;;55,0;0,0
F08;F08.b;34;04;07;00;00;00;00 ;      Pályázati alapok;200,0;;;;200,0;0,0
F08;F08.b;34;04;08;00;00;00;00 ;      Pesti Vigadó mûvészeti programok;13,0;;;;13,0;0,0
F08;F08.b;34;04;11;00;00;00;00 ;      Gazdasági társaságok által ellátott kulturális feladatok támogatása;675,0;;;;675,0;0,0
F08;F08.b;34;04;13;00;00;00;00 ;      Nemzeti Szalon programjai;64,0;;16,0;;80,0;0,0
F08;F08.b;34;04;14;00;00;00;00 ;      MMA végleges elhelyezésére szolgáló irodaház rekonstrukciója;;;4 800,0;;4 800,0;0,0
F08;F08.b;35;00;00;00;00;00;00 ;XXXV. NEMZETI KUTATÁSI, FEJLESZTÉSI ÉS INNOVÁCIÓS HIVATAL;;;;;0,0;0,0
F01;F01.d;35;01;00;00;00;00;00 ;   NKFI Hivatal;;2 711,0;;50,0;0,0;2 761,0
F01;F01.d;35;01;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.d;35;01;00;00;00;01;01 ;         Személyi juttatások;1 961,3;;;;1 961,3;0,0
F01;F01.d;35;01;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;523,3;;;;523,3;0,0
F01;F01.d;35;01;00;00;00;01;03 ;         Dologi kiadások;1 926,3;;;;1 926,3;0,0
F01;F01.d;35;01;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.d;35;01;00;00;00;02;06 ;         Beruházások;;;65,0;;65,0;0,0
F01;F01.d;35;02;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F01;F01.d;35;02;01;00;00;00;00 ;      Nemzetközi tagdíjak;2 676,4;498,9;;;2 676,4;498,9
F01;F01.a;35;02;03;00;00;00;00 ;      Fejezeti stabilitási tartalék;39,7;;;;39,7;0,0
F01;F01.d;35;02;04;00;00;00;00 ;      MTA Agrártudományi Kutatóközpont fejlesztéséhez kapcsolódó beruházások támogatása;;;2 000,0;;2 000,0;0,0
F01;F01.d;41;00;00;00;00;00;00 ;XLI. ADÓSSÁGSZOLGÁLATTAL KAPCSOLATOS BEVÉTELEK ÉS KIADÁSOK;;;;;0,0;0,0
F01;F01.d;41;01;00;00;00;00;00 ;   Devizában fennálló adósság és követelések kamatelszámolásai;;;;;0,0;0,0
F01;F01.d;41;01;01;00;00;00;00 ;      Devizahitelek kamatelszámolásai;;;;;0,0;0,0
F15;F15;41;01;01;01;00;00;00 ;         Nemzetközi pénzügyi szervezetektõl felvett devizahitelek kamata;22 192,9;;;;22 192,9;0,0
F15;F15;41;01;01;02;00;00;00 ;         Egyéb devizahitelek kamata;;;;;0,0;0,0
F15;F15;41;01;01;02;01;00;00 ;            Átvállalt önkormányzati devizahitelek külföldi pénzintézetek felé;521,3;;;;521,3;0,0
F15;F15;41;01;01;02;02;00;00 ;            Átvállalt önkormányzati devizahitelek belföldi pénzintézetek felé;996,9;;;;996,9;0,0
F15;F15;41;01;01;02;03;00;00 ;            Egyéb devizahitelek;3 623,0;;;;3 623,0;0,0
F15;F15;41;01;02;00;00;00;00 ;      Devizakötvények kamatelszámolásai;;;;;0,0;0,0
F15;F15;41;01;02;01;00;00;00 ;         Nemzetközi devizakötvények;;;;;0,0;0,0
F15;F15;41;01;02;01;01;00;00 ;            Devizakötvények kamata;195 619,2;;;;195 619,2;0,0
F15;F15;41;01;02;02;00;00;00 ;         Belföldi devizakötvények;;;;;0,0;0,0
F15;F15;41;01;02;02;01;00;00 ;            Devizakötvények kamata;9 950,5;705,5;;;9 950,5;705,5
F15;F15;41;01;03;00;00;00;00 ;      Egyéb devizamûveletek kamatelszámolásai;;18,1;;;0,0;18,1
F15;F15;41;02;00;00;00;00;00 ;   A forintban fennálló adósság és követelések kamatelszámolásai;;;;;0,0;0,0
F15;F15;41;02;01;00;00;00;00 ;      Forinthitelek kamatelszámolásai;;;;;0,0;0,0
F15;F15;41;02;01;01;00;00;00 ;         Nemzetközi pénzügyi szervezetektõl felvett forinthitelek kamata;27 734,8;;;;27 734,8;0,0
F15;F15;41;02;02;00;00;00;00 ;      Államkötvények kamatelszámolása;;;;;0,0;0,0
F15;F15;41;02;02;01;00;00;00 ;         Piaci értékesítésû államkötvények kamatelszámolásai;;;;;0,0;0,0
F15;F15;41;02;02;01;01;00;00 ;            Hiányt finanszírozó és adósságmegújító államkötvények kamatelszámolásai;547 330,3;29 894,6;;;547 330,3;29 894,6
F15;F15;41;02;02;01;02;00;00 ;            Lakossági kötvények;68 867,5;6 876,4;;;68 867,5;6 876,4
F15;F15;41;02;02;02;00;00;00 ;         Nem piaci értékesítésû államkötvények kamatelszámolása;434,9;;;;434,9;0,0
F15;F15;41;02;03;00;00;00;00 ;      Kincstárjegyek kamatelszámolásai;;;;;0,0;0,0
F15;F15;41;02;03;01;00;00;00 ;         Diszkont kincstárjegyek kamatelszámolása;12 386,2;;;;12 386,2;0,0
F15;F15;41;02;03;02;00;00;00 ;         Lakossági kincstárjegyek kamatelszámolása;64 097,4;;;;64 097,4;0,0
F15;F15;41;02;04;00;00;00;00 ;      Repóügyletek kamatelszámolásai;1 307,8;329,9;;;1 307,8;329,9
F15;F15;41;02;05;00;00;00;00 ;      Kincstári egységes számla forintbetét kamatelszámolásai;;4 943,0;;;0,0;4 943,0
F15;F15;41;03;00;00;00;00;00 ;   Adósság és követeléskezelés egyéb kiadásai;;;;;0,0;0,0
F15;F15;41;03;01;00;00;00;00 ;      Jutalékok és egyéb költségek;;;;;0,0;0,0
F15;F15;41;03;01;01;00;00;00 ;         Deviza elszámolások;2 563,5;;;;2 563,5;0,0
F15;F15;41;03;01;02;00;00;00 ;         Forint elszámolások;41 674,8;;;;41 674,8;0,0
F15;F15;41;03;02;00;00;00;00 ;      Állampapírok értékesítését támogató kommunikációs kiadások;1 950,0;;;;1 950,0;0,0
F15;F15;41;03;03;00;00;00;00 ;      Adósságkezelés költségei;1 155,9;;;;1 155,9;0,0
F15;F15;42;00;00;00;00;00;00 ;XLII. A KÖLTSÉGVETÉS KÖZVETLEN BEVÉTELEI ÉS KIADÁSAI;;;;;0,0;0,0
F15;F15;42;01;00;00;00;00;00 ;   Vállalkozások költségvetési befizetései;;;;;0,0;0,0
F16;F16;42;01;01;00;00;00;00 ;      Társasági adó;;734 700,0;;;0,0;734 700,0
F16;F16;42;01;04;00;00;00;00 ;      Pénzügyi szervezetek különadója;;66 500,0;;;0,0;66 500,0
F16;F16;42;01;05;00;00;00;00 ;      Cégautóadó;;27 600,0;;;0,0;27 600,0
F16;F16;42;01;06;00;00;00;00 ;      Egyszerûsített vállalkozói adó;;80 600,0;;;0,0;80 600,0
F16;F16;42;01;07;00;00;00;00 ;      Bányajáradék;;30 000,0;;;0,0;30 000,0
F16;F16;42;01;08;00;00;00;00 ;      Játékadó;;30 800,0;;;0,0;30 800,0
F16;F16;42;01;09;00;00;00;00 ;      Ökoadó;;;;;0,0;0,0
F16;F16;42;01;09;01;00;00;00 ;         Energiaadó;;18 600,0;;;0,0;18 600,0
F16;F16;42;01;09;02;00;00;00 ;         Környezetterhelési díj;;5 300,0;;;0,0;5 300,0
F16;F16;42;01;10;00;00;00;00 ;      Egyéb befizetések;;24 000,0;;;0,0;24 000,0
F16;F16;42;01;11;00;00;00;00 ;      Energiaellátók jövedelemadója;;55 500,0;;;0,0;55 500,0
F16;F16;42;01;12;00;00;00;00 ;      Rehabilitációs hozzájárulás;;66 500,0;;;0,0;66 500,0
F16;F16;42;01;14;00;00;00;00 ;      Kisadózók tételes adója;;75 500,0;;;0,0;75 500,0
F16;F16;42;01;15;00;00;00;00 ;      Kisvállalati adó;;13 500,0;;;0,0;13 500,0
F16;F16;42;01;16;00;00;00;00 ;      Közmûadó;;52 200,0;;;0,0;52 200,0
F16;F16;42;01;18;00;00;00;00 ;      Reklámadó;;11 700,0;;;0,0;11 700,0
F16;F16;42;02;00;00;00;00;00 ;   Fogyasztáshoz kapcsolt adók;;;;;0,0;0,0
F16;F16;42;02;01;00;00;00;00 ;      Általános forgalmi adó;;2 496 484,9;;1 034 615,1;0,0;3 531 100,0
F16;F16;42;02;02;00;00;00;00 ;      Jövedéki adó;;1 029 500,0;;;0,0;1 029 500,0
F16;F16;42;02;03;00;00;00;00 ;      Regisztrációs adó;;23 200,0;;;0,0;23 200,0
F16;F16;42;02;04;00;00;00;00 ;      Távközlési adó;;54 400,0;;;0,0;54 400,0
F16;F16;42;02;05;00;00;00;00 ;      Pénzügyi tranzakciós illeték;;205 700,0;;;0,0;205 700,0
F16;F16;42;02;06;00;00;00;00 ;      Biztosítási adó;;31 500,0;;;0,0;31 500,0
F16;F16;42;03;00;00;00;00;00 ;   Lakosság költségvetési befizetései;;;;;0,0;0,0
F16;F16;42;03;01;00;00;00;00 ;      Személyi jövedelemadó;;1 787 400,0;;;0,0;1 787 400,0
F16;F16;42;03;02;00;00;00;00 ;      Egyéb lakossági adók;;8 000,0;;;0,0;8 000,0
F16;F16;42;03;04;00;00;00;00 ;      Lakossági illetékek;;147 200,0;;;0,0;147 200,0
F16;F16;42;03;05;00;00;00;00 ;      Gépjármûadó;;43 500,0;;;0,0;43 500,0
F16;F16;42;03;06;00;00;00;00 ;      Magánszemélyek jogviszony megszûnéséhez kapcsolódó egyes jövedelmeinek különadója;;900,0;;;0,0;900,0
F16;F16;42;04;00;00;00;00;00 ;   Egyéb költségvetési bevételek;;;;;0,0;0,0
F16;F16;42;04;01;00;00;00;00 ;      Vegyes bevételek;;;;;0,0;0,0
F16;F16;42;04;01;08;00;00;00 ;         Egyéb vegyes bevételek;;4 366,0;;;0,0;4 366,0
F13;F13.b;42;04;01;09;00;00;00 ;         Kezesség-visszatérülés;;3 503,0;;;0,0;3 503,0
F01;F01.a;42;04;01;10;00;00;00 ;         Ár- és belvízvédelmi rendszeres befizetés;;3,6;;;0,0;3,6
F01;F01.a;42;04;02;00;00;00;00 ;      Központosított bevételek;;;;;0,0;0,0
F16;F16;42;04;02;01;00;00;00 ;         Bírságbevételek;;23 026,3;;;0,0;23 026,3
F16;F16;42;04;02;02;00;00;00 ;         Termékdíjak;;69 000,0;;;0,0;69 000,0
F16;F16;42;04;02;03;00;00;00 ;         Egyéb központosított bevételek;;15 510,5;;;0,0;15 510,5
F16;F16;42;04;02;04;00;00;00 ;         Megtett úttal arányos útdíj;;154 500,0;;;0,0;154 500,0
F16;F16;42;04;02;05;00;00;00 ;         Hulladéklerakási járulékból származó bevétel;;8 000,0;;;0,0;8 000,0
F16;F16;42;04;02;06;00;00;00 ;         Idõalapú útdíj (HD);;53 000,0;;;0,0;53 000,0
F16;F16;42;05;00;00;00;00;00 ;   Költségvetési befizetések;;;;;0,0;0,0
F16;F16;42;05;01;00;00;00;00 ;      Központi költségvetési szervek;;57 339,9;;;0,0;57 339,9
F16;F16;42;05;03;00;00;00;00 ;      Köznevelési intézmények mûködtetésével kapcsolatos önkormányzati befizetések;;7 000,0;;;0,0;7 000,0
