"Fo";"Fofunkcio";"Funkcio";"Fejezet";"Cim";"Alcim";"Jogcim1";"Jogcim2";"Ecs";"Ke";"Nev";"Kiadas";"Bevetel";"Tamogatas";"AHTT";"Oszlop"
FALSE;"F16";"F16";"FJ33";0;0;0;0;0;0;"XXXIII. MAGYAR TUDOMÁNYOS AKADÉMIA";;;;6815;0
FALSE;"F01";"F01a";"FJ33";1;0;0;0;0;0;"Magyar Tudományos Akadémia";;;7084,3;351684;1
FALSE;"F01";"F01a";"FJ33";1;0;0;0;1;0;"Működési költségvetés";;;;351684;2
FALSE;"F01";"F01a";"FJ33";1;0;0;0;1;1;"Személyi juttatások";5595,7;;;351684;3
FALSE;"F01";"F01a";"FJ33";1;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1448,5;;;351684;3
FALSE;"F01";"F01a";"FJ33";1;0;0;0;1;3;"Dologi kiadások";5,1;;;351684;3
FALSE;"F01";"F01a";"FJ33";1;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";35;;;351684;3
FALSE;"F01";"F01a";"FJ33";2;0;0;0;0;0;"MTA Titkárság Igazgatása";;39,2;1572,1;6826;1
FALSE;"F01";"F01a";"FJ33";2;0;0;0;1;0;"Működési költségvetés";;;;6826;2
FALSE;"F01";"F01a";"FJ33";2;0;0;0;1;1;"Személyi juttatások";968,6;;;6826;3
FALSE;"F01";"F01a";"FJ33";2;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";243;;;6826;3
FALSE;"F01";"F01a";"FJ33";2;0;0;0;1;3;"Dologi kiadások";356,7;;;6826;3
FALSE;"F01";"F01a";"FJ33";2;0;0;0;1;5;"Egyéb működési célú kiadások";3;;;6826;3
FALSE;"F01";"F01a";"FJ33";2;0;0;0;2;0;"Felhalmozási költségvetés";;;;6826;2
FALSE;"F01";"F01a";"FJ33";2;0;0;0;2;6;"Beruházások";25;;;6826;3
FALSE;"F01";"F01a";"FJ33";2;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";15;;;6826;3
FALSE;"F16";"F16";"FJ33";3;0;0;0;0;0;"MTA Könyvtár és Információs Központ";;;;333206;1
FALSE;"F08";"F08b";"FJ33";3;1;0;0;0;0;"MTA Könyvtár és Információs Központ";;218,9;534,7;6860;2
FALSE;"F08";"F08b";"FJ33";3;1;0;0;1;0;"Működési költségvetés";;;;6860;3
FALSE;"F08";"F08b";"FJ33";3;1;0;0;1;1;"Személyi juttatások";401,8;;;6860;4
FALSE;"F08";"F08b";"FJ33";3;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";102,4;;;6860;4
FALSE;"F08";"F08b";"FJ33";3;1;0;0;1;3;"Dologi kiadások";228,4;;;6860;4
FALSE;"F08";"F08b";"FJ33";3;1;0;0;1;5;"Egyéb működési célú kiadások";3;;;6860;4
FALSE;"F08";"F08b";"FJ33";3;1;0;0;2;0;"Felhalmozási költségvetés";;;;6860;3
FALSE;"F08";"F08b";"FJ33";3;1;0;0;2;6;"Beruházások";18;;;6860;4
FALSE;"F01";"F01d";"FJ33";4;0;0;0;0;0;"MTA kutatóközpontok, kutatóintézetek";;16033,8;14294,3;303113;1
FALSE;"F01";"F01d";"FJ33";4;0;0;0;1;0;"Működési költségvetés";;;;303113;2
FALSE;"F01";"F01d";"FJ33";4;0;0;0;1;1;"Személyi juttatások";15482,5;;;303113;3
FALSE;"F01";"F01d";"FJ33";4;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";4196,5;;;303113;3
FALSE;"F01";"F01d";"FJ33";4;0;0;0;1;3;"Dologi kiadások";8833,8;;;303113;3
FALSE;"F01";"F01d";"FJ33";4;0;0;0;1;5;"Egyéb működési célú kiadások";117;;;303113;3
FALSE;"F01";"F01d";"FJ33";4;0;0;0;2;0;"Felhalmozási költségvetés";;;;303113;2
FALSE;"F01";"F01d";"FJ33";4;0;0;0;2;6;"Beruházások";1576,2;;;303113;3
FALSE;"F01";"F01d";"FJ33";4;0;0;0;2;7;"Felújítások";103,6;;;303113;3
FALSE;"F01";"F01d";"FJ33";4;0;0;0;2;8;"Egyéb felhalmozási célú kiadások";18,5;;;303113;3
FALSE;"F01";"F01d";"FJ33";5;0;0;0;0;0;"MTA Támogatott Kutatóhelyek";;1394;2691,6;329873;1
FALSE;"F01";"F01d";"FJ33";5;0;0;0;1;0;"Működési költségvetés";;;;329873;2
FALSE;"F01";"F01d";"FJ33";5;0;0;0;1;1;"Személyi juttatások";2551,8;;;329873;3
FALSE;"F01";"F01d";"FJ33";5;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";655;;;329873;3
FALSE;"F01";"F01d";"FJ33";5;0;0;0;1;3;"Dologi kiadások";707,2;;;329873;3
FALSE;"F01";"F01d";"FJ33";5;0;0;0;2;0;"Felhalmozási költségvetés";;;;329873;2
FALSE;"F01";"F01d";"FJ33";5;0;0;0;2;6;"Beruházások";171,6;;;329873;3
FALSE;"F16";"F16";"FJ33";6;0;0;0;0;0;"MTA egyéb intézmények";;;;342628;1
FALSE;"F01";"F01d";"FJ33";6;1;0;0;0;0;"MTA Létesítménygazdálkodási Központ";;796,9;701,2;270345;2
FALSE;"F01";"F01d";"FJ33";6;1;0;0;1;0;"Működési költségvetés";;;;270345;3
FALSE;"F01";"F01d";"FJ33";6;1;0;0;1;1;"Személyi juttatások";376,7;;;270345;4
FALSE;"F01";"F01d";"FJ33";6;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";101,4;;;270345;4
FALSE;"F01";"F01d";"FJ33";6;1;0;0;1;3;"Dologi kiadások";976,7;;;270345;4
FALSE;"F01";"F01d";"FJ33";6;1;0;0;2;0;"Felhalmozási költségvetés";;;;270345;3
FALSE;"F01";"F01d";"FJ33";6;1;0;0;2;6;"Beruházások";43,3;;;270345;4
FALSE;"F06";"F06g";"FJ33";6;2;0;0;0;0;"MTA Jóléti intézmények";;253,2;207,2;6936;2
FALSE;"F06";"F06g";"FJ33";6;2;0;0;1;0;"Működési költségvetés";;;;6936;3
FALSE;"F06";"F06g";"FJ33";6;2;0;0;1;1;"Személyi juttatások";203,6;;;6936;4
FALSE;"F06";"F06g";"FJ33";6;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";65,5;;;6936;4
FALSE;"F06";"F06g";"FJ33";6;2;0;0;1;3;"Dologi kiadások";190,3;;;6936;4
FALSE;"F06";"F06g";"FJ33";6;2;0;0;2;0;"Felhalmozási költségvetés";;;;6936;3
FALSE;"F06";"F06g";"FJ33";6;2;0;0;2;6;"Beruházások";1;;;6936;4
FALSE;"F01";"F01d";"FJ33";6;3;0;0;0;0;"MTA Területi Akadémiai Bizottságok Titkársága";;64,1;149,7;6893;2
FALSE;"F01";"F01d";"FJ33";6;3;0;0;1;0;"Működési költségvetés";;;;6893;3
FALSE;"F01";"F01d";"FJ33";6;3;0;0;1;1;"Személyi juttatások";111,7;;;6893;4
FALSE;"F01";"F01d";"FJ33";6;3;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";30,2;;;6893;4
FALSE;"F01";"F01d";"FJ33";6;3;0;0;1;3;"Dologi kiadások";71,9;;;6893;4
FALSE;"F01";"F01d";"FJ33";6;4;0;0;0;0;"Széchenyi Irodalmi és Művészeti Akadémia";;1,5;19,7;11307;2
FALSE;"F01";"F01d";"FJ33";6;4;0;0;1;0;"Működési költségvetés";;;;11307;3
FALSE;"F01";"F01d";"FJ33";6;4;0;0;1;1;"Személyi juttatások";9,1;;;11307;4
FALSE;"F01";"F01d";"FJ33";6;4;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";2,4;;;11307;4
FALSE;"F01";"F01d";"FJ33";6;4;0;0;1;3;"Dologi kiadások";9,7;;;11307;4
FALSE;"F16";"F16";"FJ33";7;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;6947;1
FALSE;"F01";"F01d";"FJ33";7;1;0;0;0;0;"Társadalmi szervezetek és alapítványok támogatása (tudományos társaságok, Nagy Imre Alapítvány, Bolyai Műhely Alapítvány)";80,9;;80,9;303157;2
FALSE;"F01";"F01d";"FJ33";7;2;0;0;0;0;"Határon túli magyar tudósok és tudományos szervezetek támogatása";56,6;;56,6;237209;2
FALSE;"F01";"F01d";"FJ33";7;3;0;0;0;0;"Tudományos könyv- és folyóirat-kiadás támogatása";178,4;;178,4;6981;2
FALSE;"F01";"F01d";"FJ33";7;4;0;0;0;0;"Európai Uniós és hazai kutatóintézeti pályázatok támogatása";1076,9;;1076,9;277756;2
FALSE;"F01";"F01d";"FJ33";7;5;0;0;0;0;"Infrastruktúra fejlesztés";1742;;1742;295880;2
FALSE;"F01";"F01d";"FJ33";7;6;0;0;0;0;"Lendület Program";3638,1;;3638,1;281734;2
FALSE;"F01";"F01d";"FJ33";7;7;0;0;0;0;"Fiatal kutatók pályázatos támogatása";898,3;;898,3;7009;2
FALSE;"F01";"F01c";"FJ33";7;8;0;0;0;0;"Nemzetközi kapcsolatok és nemzetközi tagdíjak";170;;170;342740;2
FALSE;"F01";"F01d";"FJ33";7;9;0;0;0;0;"Posztdoktori pályázatok támogatása";845;;845;342639;2
FALSE;"F01";"F01d";"FJ33";7;10;0;0;0;0;"Szakmai feladatok teljesítése";428,4;;428,4;232555;2
FALSE;"F01";"F01d";"FJ33";7;11;0;0;0;0;"Kiválósági központok támogatása";300;;300;342640;2
FALSE;"F01";"F01d";"FJ33";7;12;0;0;0;0;"Központi kezelésű felújítások";723,8;;723,8;229584;2
FALSE;"F16";"F16";"FJ34";0;0;0;0;0;0;"XXXIV. MAGYAR MŰVÉSZETI AKADÉMIA";;;;303213;0
FALSE;"F01";"F01a";"FJ34";1;0;0;0;0;0;"MMA Titkársága";;;;332262;1
FALSE;"F01";"F01a";"FJ34";1;1;0;0;0;0;"MMA Titkárság Igazgatása";;;1550,3;303224;2
FALSE;"F01";"F01a";"FJ34";1;1;0;0;1;0;"Működési költségvetés";;;;303224;3
FALSE;"F01";"F01a";"FJ34";1;1;0;0;1;1;"Személyi juttatások";588,7;;;303224;4
FALSE;"F01";"F01a";"FJ34";1;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";166,1;;;303224;4
FALSE;"F01";"F01a";"FJ34";1;1;0;0;1;3;"Dologi kiadások";659,5;;;303224;4
FALSE;"F01";"F01a";"FJ34";1;1;0;0;2;0;"Felhalmozási költségvetés";;;;303224;3
FALSE;"F01";"F01a";"FJ34";1;1;0;0;2;6;"Beruházások";136;;;303224;4
FALSE;"F01";"F01a";"FJ34";1;2;0;0;0;0;"MMA köztestületi feladatok";;;2501,7;303402;2
FALSE;"F01";"F01a";"FJ34";1;2;0;0;1;0;"Működési költségvetés";;;;303402;3
FALSE;"F01";"F01a";"FJ34";1;2;0;0;1;1;"Személyi juttatások";1814;;;303402;4
FALSE;"F01";"F01a";"FJ34";1;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";341,2;;;303402;4
FALSE;"F01";"F01a";"FJ34";1;2;0;0;1;3;"Dologi kiadások";346,5;;;303402;4
FALSE;"F01";"F01d";"FJ34";3;0;0;0;0;0;"MMA Kutatóintézet";;;174,4;343139;1
FALSE;"F01";"F01d";"FJ34";3;0;0;0;1;0;"Működési költségvetés";;;;343139;2
FALSE;"F01";"F01d";"FJ34";3;0;0;0;1;1;"Személyi juttatások";95,3;;;343139;3
FALSE;"F01";"F01d";"FJ34";3;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";27,2;;;343139;3
FALSE;"F01";"F01d";"FJ34";3;0;0;0;1;3;"Dologi kiadások";31,9;;;343139;3
FALSE;"F01";"F01d";"FJ34";3;0;0;0;2;0;"Felhalmozási költségvetés";;;;343139;2
FALSE;"F01";"F01d";"FJ34";3;0;0;0;2;6;"Beruházások";20;;;343139;3
FALSE;"F16";"F16";"FJ34";4;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;303424;1
FALSE;"F08";"F08b";"FJ34";4;1;0;0;0;0;"Országos művészeti társaságok, szövetségek támogatása";105;;105;303435;2
FALSE;"F08";"F08b";"FJ34";4;2;0;0;0;0;"Magyar Művészetek Háza programok";188;;188;303446;2
FALSE;"F08";"F08b";"FJ34";4;3;0;0;0;0;"Nemzetközi programok, konferenciák, nemzetközi tagdíjak";15;;15;303457;2
FALSE;"F08";"F08b";"FJ34";4;6;0;0;0;0;"Kutatási tevékenység támogatása";55;;55;303480;2
FALSE;"F08";"F08b";"FJ34";4;7;0;0;0;0;"Pályázati alapok";200;;200;303491;2
FALSE;"F08";"F08b";"FJ34";4;8;0;0;0;0;"Pesti Vigadó művészeti programok";13;;13;303502;2
FALSE;"F08";"F08b";"FJ34";4;11;0;0;0;0;"Gazdasági társaságok által ellátott kulturális feladatok támogatása";610;;610;346628;2
FALSE;"F08";"F08b";"FJ34";4;12;0;0;0;0;"Művészetelméleti és Módszertani Kutatóintézet épületének felújítása és kialakítása";143,2;;143,2;351540;2
FALSE;"F08";"F08b";"FJ34";4;13;0;0;0;0;"Nemzeti Szalon programjai";80;;80;346895;2
FALSE;"F08";"F08b";"FJ34";4;14;0;0;0;0;"MMA végleges elhelyezésére szolgáló irodaház rekonstrukciója";1000;;1000;351551;2
FALSE;"F16";"F16";"FJ35";0;0;0;0;0;0;"XXXV. NEMZETI KUTATÁSI, FEJLESZTÉSI ÉS INNOVÁCIÓS HIVATAL";;;;349084;0
FALSE;"F01";"F01d";"FJ35";1;0;0;0;0;0;"NKFI Hivatal";;2586,4;1729,1;349095;1
FALSE;"F01";"F01d";"FJ35";1;0;0;0;1;0;"Működési költségvetés";;;;349095;2
FALSE;"F01";"F01d";"FJ35";1;0;0;0;1;1;"Személyi juttatások";1861,3;;;349095;3
FALSE;"F01";"F01d";"FJ35";1;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";498,3;;;349095;3
FALSE;"F01";"F01d";"FJ35";1;0;0;0;1;3;"Dologi kiadások";1876,8;;;349095;3
FALSE;"F01";"F01d";"FJ35";1;0;0;0;1;5;"Egyéb működési célú kiadások";14,1;;;349095;3
FALSE;"F01";"F01d";"FJ35";1;0;0;0;2;0;"Felhalmozási költségvetés";;;;349095;2
FALSE;"F01";"F01d";"FJ35";1;0;0;0;2;6;"Beruházások";65;;;349095;3
FALSE;"F16";"F16";"FJ35";2;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;349106;1
FALSE;"F01";"F01d";"FJ35";2;1;0;0;0;0;"Nemzetközi tagdíjak";2662,2;498,9;2163,3;349117;2
FALSE;"F01";"F01a";"FJ35";2;3;0;0;0;0;"Fejezeti stabilitási tartalék";39,7;;39,7;352217;2
FALSE;"F16";"F16";"FJ41";0;0;0;0;0;0;"XLI. ADÓSSÁGSZOLGÁLATTAL KAPCSOLATOS BEVÉTELEK ÉS KIADÁSOK";;;;7306;0
FALSE;"F15";"F15";"FJ41";1;0;0;0;0;0;"Devizában fennálló adósság és követelések kamatelszámolásai";;;;223032;1
FALSE;"F15";"F15";"FJ41";1;1;0;0;0;0;"Devizahitelek kamatelszámolásai";;;;223043;2
FALSE;"F15";"F15";"FJ41";1;1;1;0;0;0;"Nemzetközi pénzügyi szervezetektől és külföldi pénzintézetektől felvett hitelek kamatelszámolásai";;;;28475;3
FALSE;"F15";"F15";"FJ41";1;1;1;2;0;0;"EBB hitelek kamatelszámolásai";19871,2;;;233288;4
FALSE;"F15";"F15";"FJ41";1;1;1;4;0;0;"ET Fejlesztési Bank hiteleinek kamatelszámolásai";2494,2;;;233309;4
FALSE;"F15";"F15";"FJ41";1;1;1;7;0;0;"ÁAK Rt-től 2002-ben átvállalt devizahitelek kamatelszámolásai";162;;;245912;4
FALSE;"F15";"F15";"FJ41";1;1;1;9;0;0;"EB/IMF hitelek kamatelszámolásai";11769;;;342984;4
FALSE;"F15";"F15";"FJ41";1;1;1;14;0;0;"Egyéb devizahitelek kamatkiadásai";3095,9;;;353617;4
FALSE;"F15";"F15";"FJ41";1;1;2;0;0;0;"Belföldi devizahitelek kamata";1560;;;334317;3
FALSE;"F15";"F15";"FJ41";1;2;0;0;0;0;"Devizakötvények kamatelszámolásai";;;;223197;2
FALSE;"F16";"F16";"FJ41";1;2;1;0;0;0;"Külföld felé";;;;334295;3
FALSE;"F15";"F15";"FJ41";1;2;1;1;0;0;"1999-től kibocsátott devizakötvények kamatelszámolásai";235831,1;1242,8;;223229;4
FALSE;"F15";"F15";"FJ41";1;2;1;5;0;0;"Devizaszámla kamatelszámolásai";;43,4;;241978;4
FALSE;"F15";"F15";"FJ41";1;2;1;6;0;0;"Az önkormányzatoktól 2013-ban átvállalt devizakötvények kamatkiadásai";110,9;;;338362;4
FALSE;"F15";"F15";"FJ41";2;0;0;0;0;0;"A forintban fennálló adósság és követelések kamatelszámolásai";;;;223065;1
FALSE;"F15";"F15";"FJ41";2;1;0;0;0;0;"Forinthitelek kamatelszámolásai";;;;223076;2
FALSE;"F15";"F15";"FJ41";2;1;2;0;0;0;"Egyéb hitelek kamatelszámolásai";;;;7560;3
FALSE;"F15";"F15";"FJ41";2;1;2;18;0;0;"EBB forint hitelek kamatelszámolásai";28425,5;;;276645;4
FALSE;"F15";"F15";"FJ41";2;1;2;19;0;0;"ET Fejlesztési Bank Hiteleinek kamatelszámolásai";395;;;284101;4
FALSE;"F15";"F15";"FJ41";2;1;2;20;0;0;"MÁV-tól 2011-ben átvállalt forint hitelek kamata";43,2;;;245956;4
FALSE;"F15";"F15";"FJ41";2;1;2;21;0;0;"Az önkormányzatoktól átvállalt forint hitelek kamatkiadásai";2847,8;;;338373;4
FALSE;"F15";"F15";"FJ41";2;2;0;0;0;0;"Államkötvények kamatelszámolása";;;;7526;2
FALSE;"F15";"F15";"FJ41";2;2;1;0;0;0;"Piaci értékesítésű államkötvények kamatelszámolásai";;;;223087;3
FALSE;"F15";"F15";"FJ41";2;2;1;1;0;0;"Hiányt finanszírozó és adósságmegújító államkötvények kamatelszámolásai";668234,9;59130,9;;7537;4
FALSE;"F15";"F15";"FJ41";2;2;2;0;0;0;"Nem piaci értékesítésű államkötvények kamatelszámolása";;;;223098;3
FALSE;"F15";"F15";"FJ41";2;2;2;1;0;0;"Lakással kapcsolatos államkötvények kamatelszámolásai";62,5;;;16863;4
FALSE;"F15";"F15";"FJ41";2;2;2;2;0;0;"Konszolidációval kapcsolatos államkötvények kamatelszámolásai";68,4;;;16874;4
FALSE;"F15";"F15";"FJ41";2;2;2;4;0;0;"Kamatmentes adósság kötvényesítésével kapcsolatos államkötvények kamatelszámolásai";2027,7;;;16896;4
FALSE;"F15";"F15";"FJ41";2;3;0;0;0;0;"Kincstárjegyek kamatelszámolásai";;;;7559;2
FALSE;"F15";"F15";"FJ41";2;3;1;0;0;0;"Diszkont kincstárjegyek kamatelszámolása";21492;;;233563;3
FALSE;"F15";"F15";"FJ41";2;3;2;0;0;0;"Lakossági kincstárjegyek kamatelszámolása";49603,5;;;233574;3
FALSE;"F15";"F15";"FJ41";2;4;0;0;0;0;"Kincstári egységes számla forintbetét kamatelszámolásai";;13499,9;;8006;2
FALSE;"F15";"F15";"FJ41";3;0;0;0;0;0;"Adósság és követeléskezelés egyéb kiadásai";;;;223108;1
FALSE;"F15";"F15";"FJ41";3;1;0;0;0;0;"Jutalékok és egyéb költségek";;;;7614;2
FALSE;"F15";"F15";"FJ41";3;1;1;0;0;0;"Deviza elszámolások";;;;223296;3
FALSE;"F15";"F15";"FJ41";3;1;1;1;0;0;"Piaci kibocsátások, hitelfelvételek, átvállalások elszámolásai";3275,1;;;282412;4
FALSE;"F15";"F15";"FJ41";3;1;2;0;0;0;"Forint elszámolások";25433,9;;;234384;3
FALSE;"F15";"F15";"FJ41";3;2;0;0;0;0;"Állampapírok értékesítését támogató kommunikációs kiadások";1700;;;14803;2
FALSE;"F15";"F15";"FJ41";3;3;0;0;0;0;"Adósságkezelés költségei";1127,7;;;233321;2
FALSE;"F16";"F16";"FJ42";0;0;0;0;0;0;"XLII. A KÖLTSÉGVETÉS KÖZVETLEN BEVÉTELEI ÉS KIADÁSAI";;;;257623;0
FALSE;"F16";"F16";"FJ42";1;0;0;0;0;0;"Vállalkozások költségvetési befizetései";;;;7692;1
FALSE;"F16";"F16";"FJ42";1;1;0;0;0;0;"Társasági adó";;400500;;7702;2
FALSE;"F16";"F16";"FJ42";1;3;0;0;0;0;"Hitelintézeti járadék";;6300;;271623;2
FALSE;"F16";"F16";"FJ42";1;4;0;0;0;0;"Pénzügyi szervezetek különadója";;79200;;294302;2
FALSE;"F16";"F16";"FJ42";1;5;0;0;0;0;"Cégautóadó";;27700;;282189;2
FALSE;"F16";"F16";"FJ42";1;6;0;0;0;0;"Egyszerűsített vállalkozói adó";;75200;;244823;2
FALSE;"F16";"F16";"FJ42";1;7;0;0;0;0;"Bányajáradék";;31500;;59493;2
FALSE;"F16";"F16";"FJ42";1;8;0;0;0;0;"Játékadó";;41200;;7757;2
FALSE;"F16";"F16";"FJ42";1;9;0;0;0;0;"Ökoadó";;;;250556;2
FALSE;"F16";"F16";"FJ42";1;9;1;0;0;0;"Energiaadó";;16700;;250912;3
FALSE;"F16";"F16";"FJ42";1;9;2;0;0;0;"Környezetterhelési díj";;5300;;250923;3
FALSE;"F16";"F16";"FJ42";1;10;0;0;0;0;"Egyéb befizetések";;26000;;7768;2
FALSE;"F16";"F16";"FJ42";1;11;0;0;0;0;"Energiaellátók jövedelemadója";;41300;;282223;2
FALSE;"F16";"F16";"FJ42";1;12;0;0;0;0;"Rehabilitációs hozzájárulás";;65500;;294735;2
FALSE;"F16";"F16";"FJ42";1;14;0;0;0;0;"Kisadózók tételes adója";;70100;;334962;2
FALSE;"F16";"F16";"FJ42";1;15;0;0;0;0;"Kisvállalati adó";;13800;;334973;2
FALSE;"F16";"F16";"FJ42";1;16;0;0;0;0;"Közműadó";;52200;;338395;2
FALSE;"F16";"F16";"FJ42";1;18;0;0;0;0;"Reklámadó";;10900;;347706;2
FALSE;"F16";"F16";"FJ42";2;0;0;0;0;0;"Fogyasztáshoz kapcsolt adók";;;;7779;1
FALSE;"F16";"F16";"FJ42";2;1;0;0;0;0;"Általános forgalmi adó";;3351850;;197063;2
FALSE;"F16";"F16";"FJ42";2;2;0;0;0;0;"Jövedéki adó";;952200;;7791;2
FALSE;"F16";"F16";"FJ42";2;3;0;0;0;0;"Regisztrációs adó";;20700;;242012;2
FALSE;"F16";"F16";"FJ42";2;4;0;0;0;0;"Távközlési adó";;56000;;333606;2
FALSE;"F16";"F16";"FJ42";2;5;0;0;0;0;"Pénzügyi tranzakciós illeték";;200900;;333617;2
FALSE;"F16";"F16";"FJ42";2;6;0;0;0;0;"Biztosítási adó";;30000;;333628;2
FALSE;"F16";"F16";"FJ42";3;0;0;0;0;0;"Lakosság költségvetési befizetései";;;;7801;1
FALSE;"F16";"F16";"FJ42";3;1;0;0;0;0;"Személyi jövedelemadó";;1658400;;197085;2
FALSE;"F16";"F16";"FJ42";3;2;0;0;0;0;"Egyéb lakossági adók";;2000;;7823;2
FALSE;"F16";"F16";"FJ42";3;4;0;0;0;0;"Lakossági illetékek";;121700;;7845;2
FALSE;"F16";"F16";"FJ42";3;5;0;0;0;0;"Gépjárműadó";;45500;;334428;2
FALSE;"F16";"F16";"FJ42";3;6;0;0;0;0;"Magánszemélyek jogviszony megszűnéséhez kapcsolódó egyes jövedelmeinek különadója";;900;;294291;2
FALSE;"F16";"F16";"FJ42";4;0;0;0;0;0;"Egyéb költségvetési bevételek";;;;7856;1
FALSE;"F16";"F16";"FJ42";4;1;0;0;0;0;"Vegyes bevételek";;;;197096;2
FALSE;"F16";"F16";"FJ42";4;1;8;0;0;0;"Egyéb vegyes bevételek";;4366;;31095;3
FALSE;"F13";"F13b";"FJ42";4;1;9;0;0;0;"Kezesség-visszatérülés";;3474;;196880;3
FALSE;"F16";"F16";"FJ42";4;2;0;0;0;0;"Központosított bevételek";;;;329973;2
FALSE;"F16";"F16";"FJ42";4;2;1;0;0;0;"Bírságbevételek";;27542,5;;329995;3
FALSE;"F16";"F16";"FJ42";4;2;2;0;0;0;"Termékdíjak";;63389;;330006;3
FALSE;"F16";"F16";"FJ42";4;2;3;0;0;0;"Egyéb központosított bevételek";;17491,8;;329984;3
FALSE;"F16";"F16";"FJ42";4;2;4;0;0;0;"Megtett úttal arányos útdíj";;140500;;333640;3
FALSE;"F16";"F16";"FJ42";4;2;5;0;0;0;"Hulladéklerakási járulékból származó bevétel";;8000;;343528;3
FALSE;"F16";"F16";"FJ42";4;2;6;0;0;0;"Időalapú útdíj (HD)";;47000;;348362;3
FALSE;"F16";"F16";"FJ42";5;0;0;0;0;0;"Költségvetési befizetések";;;;7878;1
FALSE;"F16";"F16";"FJ42";5;1;0;0;0;0;"Központi költségvetési szervek";;25559,9;;7889;2
FALSE;"F16";"F16";"FJ42";5;3;0;0;0;0;"Köznevelési intézmények működtetésével kapcsolatos önkormányzati befizetések";;8004;;335762;2
FALSE;"F16";"F16";"FJ42";5;4;0;0;0;0;"Nemzeti Kutatási, Fejlesztési és Innovációs Alap befizetése";;17000;;338406;2
FALSE;"F16";"F16";"FJ42";7;0;0;0;0;0;"Egyéb uniós bevételek";;;;258690;1
FALSE;"F16";"F16";"FJ42";7;2;0;0;0;0;"Vámbeszedési költség megtérítése";;10600;;257512;2
FALSE;"F16";"F16";"FJ42";7;3;0;0;0;0;"Cukorágazati hozzájárulás beszedési költség megtérítése";;168,3;;257523;2
FALSE;"F16";"F16";"FJ42";7;4;0;0;0;0;"Uniós támogatások utólagos megtérülése";;;;271689;2
FALSE;"F16";"F16";"FJ42";7;4;4;0;0;0;"Kohéziós Alap";;4557,5;;271723;3
FALSE;"F16";"F16";"FJ42";7;4;5;0;0;0;"Strukturális Alapok";;500;;271712;3
FALSE;"F15";"F15";"FJ42";8;0;0;0;0;0;"Tőke követelések visszatérülése";;;;223131;1
FALSE;"F15";"F15";"FJ42";8;1;0;0;0;0;"Kormányhitelek visszatérülése";;35,9;;29339;2
FALSE;"F15";"F15";"FJ42";8;2;0;0;0;0;"Alárendelt kölcsöntőke kötvény visszatérülése";;207;;338428;2
FALSE;"F04";"F04c";"FJ42";28;0;0;0;0;0;"Diákhitel 2 konstrukció kamattámogatása";1272;;;334262;1
FALSE;"F07";"F07";"FJ42";29;0;0;0;0;0;"Lakástámogatások";;;;236762;1
FALSE;"F07";"F07";"FJ42";29;1;0;0;0;0;"Egyéb lakástámogatások";104000;;;5137;2
FALSE;"F06";"F06f";"FJ42";31;0;0;0;0;0;"Szociálpolitikai menetdíj támogatás";104000;;;196835;1
FALSE;"F16";"F16";"FJ42";32;0;0;0;0;0;"Egyéb költségvetési kiadások";;;;5160;1
FALSE;"F16";"F16";"FJ42";32;1;0;0;0;0;"Vegyes kiadások";;;;5171;2
FALSE;"F13";"F13b";"FJ42";32;1;4;0;0;0;"Felszámolásokkal kapcsolatos kiadások";3200;;;31006;3
FALSE;"F13";"F13b";"FJ42";32;1;5;0;0;0;"Szanálással kapcsolatos kiadások";1;;;31017;3
FALSE;"F16";"F16";"FJ42";32;1;7;0;0;0;"Védelmi felkészítés előirányzatai";;;;265756;3
FALSE;"F02";"F02";"FJ42";32;1;7;1;0;0;"Honvédelmi- és gazdasági felkészülés központi kiadásai";497;;;265767;4
FALSE;"F02";"F02";"FJ42";32;1;7;2;0;0;"Honvédelmi Tanács és a Kormány speciális működési feltételeinek biztosítása";1200;;;265778;4
FALSE;"F13";"F13b";"FJ42";32;1;11;0;0;0;"Egyéb vegyes kiadások";4302,4;;;31039;3
